name;companyid;ifgenerated
Kunshan Xinzhisheng Plastic;6903;1
Kunshan Xinzhisheng Plastic Electronic Co., Ltd.;6903;0
Kunshan Xinzhisheng Plastic l.l.c. 3at;6903;1
Kunshan XINZHISHENG nl vof;6903;1
Kunshan Xinzhisheng k.d.;6903;1
Amorim Cork unltd l.l.l.p. AZ;6904;1
Amorim Cork ses. lllp Burkina Faso;6904;1
Amorim Cork Composites S.A.;6904;0
Amorim Cork;6904;1
Amorim Cork sicav plc RS;6904;1
Porus Laboratories Private Ltd.;6905;0
Porus Laboratories;6905;1
Porus Laboratories xxk;6905;1
Porus Laboratories s.a.;6905;1
Porus Laboratories private & co.;6905;1
Zhongshan Armor Industrial Co., Ltd.;6906;0
Zhongshan Armor cpt;6906;1
Zhongshan Armor Industrial d.o.o.;6906;1
Zhongshan Armor Kazakhstan;6906;1
Zhongshan Armor Industrial;6906;1
Shenyang Guanyang Industry;6907;1
Shenyang Guanyang Guernsey;6907;1
Shenyang Guanyang Industry e.v.;6907;1
SHENYANG GUANYANG INDUSTRY s. en c. sp.p.;6907;1
Shenyang Guanyang Industry Co., Ltd.;6907;0
Ingersoll Rand;6908;1
Ingersoll Rand sa;6908;1
INGERSOLL RAND lllp inc;6908;1
Ingersoll Rand Co. Inc.;6908;0
Ingersoll Rand og esv;6908;1
Intl Mfg. Solutions Operaciones S. GS;6909;1
Intl Mfg. Solutions Operaciones S. De R.L. De C.V.;6909;0
Intl Mfg. Solutions Operaciones S. l.l.p. pte;6909;1
Intl Mfg. Solutions Operaciones S.;6909;1
INTL MFG. SOLUTIONS OPERACIONES S. s. de r.l. vof saog;6909;1
General Motors Corp.;6910;0
General Motors Botswana;6910;1
General Motors s.a.a. Lao People's Democratic Republic;6910;1
General Motors;6910;1
General Motors l.t.d. gte. pte. ltd.;6910;1
Wuxi City Based Manufacturer Of Plastic Co., Ltd.;6911;0
Wuxi City Based Manufacturer sal sp.p. FR;6911;1
Wuxi CITY Based Manufacturer nl Dominica;6911;1
Wuxi City Based sa;6911;1
Wuxi City Based Manufacturer;6911;1
Bnx Shipping;6912;1
Bnx Shipping sarl;6912;1
BNX SHIPPING s.r.o.;6912;1
Bnx Shipping Inc. Nyc;6912;0
Bnx Shipping BQ;6912;1
Tecnocal Componentes 3at;6913;1
Tecnocal Componentes v.o.s. nl;6913;1
Tecnocal Componentes Para;6913;0
Tecnocal Componentes company Cyprus;6913;1
Tecnocal Componentes;6913;1
Dongguang Fenggang Jiaan Plastics;6914;1
Dongguang Fenggang Jiaan Plastics & Hardware Co., Ltd.;6914;0
Dongguang Fenggang Jiaan vzw secs Montserrat;6914;1
Dongguang Fenggang Jiaan Plastics Dominica;6914;1
Dongguang Fenggang Jiaan Plastics lllp gie;6914;1
Dependable kht. p.c. LT;6915;1
Dependable;6915;1
Dependable inc Timor-Leste;6915;1
Dependable Distribution;6915;0
DEPENDABLE gie sp.p.;6915;1
Quanzhou Nan Hai snc oe Bangladesh;6916;1
Quanzhou Nan Hai p.l.l.c.;6916;1
Quanzhou Nan Hai Sports qk s.p. Belarus;6916;1
Quanzhou Nan Hai Sports;6916;1
Quanzhou Nan Hai Sports Equipment Co., Ltd.;6916;0
Becton Dickinson;6917;1
BECTON DICKINSON l.p. PT;6917;1
Becton Dickinson eirl;6917;1
Becton Dickinson De Mexico;6917;0
Becton Dickinson secs b.m.;6917;1
Morph Industries company o.e.;6918;1
Morph Industries Sa De Cv.;6918;0
Morph Industries Sa;6918;1
Morph Industries s.coop;6918;1
Morph Industries nl a.g.;6918;1
Equistyle lllp ovee;6919;1
Equistyle llp s.m.b.a.;6919;1
Equistyle;6919;0
Equistyle gie gte. Jersey;6919;1
Equistyle s.l.n.e. pllc;6919;1
Ace;6920;1
Ace qk;6920;1
ACE a.s. sdn. bhd. NI;6920;1
Ace Technologies;6920;0
ACE kom. spol.;6920;1
Multichem Indus;6921;0
Multichem fmba;6921;1
Multichem k.s.;6921;1
MULTICHEM;6921;1
Multichem;6921;1
Agape Shipping;6922;1
Agape Shipping Network;6922;0
Agape Shipping psu;6922;1
Agape Shipping s.f. e.c.;6922;1
Agape Shipping sa;6922;1
Gazi Auto Tyres;6923;0
Gazi Auto cvba;6923;1
Gazi Auto esv ag;6923;1
GAZI AUTO ses.;6923;1
Gazi Auto;6923;1
Shree Sai xk a spol. Netherlands;6924;1
SHREE SAI Russian Federation;6924;1
Shree Sai srl. nl AW;6924;1
Shree Sai;6924;1
Shree Sai Auto Care;6924;0
Vanguard Logistics;6925;1
Vanguard Logistics Services Us;6925;0
Vanguard Logistics s.c.s.;6925;1
Vanguard Logistics a.s. sp.p.;6925;1
Vanguard Logistics Somalia;6925;1
Tara Riss Arya Textile Industry Co.;6926;0
Tara Riss Arya pao;6926;1
Tara Riss Arya;6926;1
Tara Riss EG;6926;1
Tara Riss and company;6926;1
Lapp India Pvt., Ltd.;6927;0
Lapp India sp;6927;1
Lapp India;6927;1
LAPP INDIA k.d.a. snc AM;6927;1
Lapp India Greenland;6927;1
Nouri Industrial lllp;6928;1
Nouri Industrial sp.k. sd;6928;1
Nouri Industrial Establishment;6928;0
Nouri Industrial;6928;1
Nouri Industrial bt.;6928;1
Expeditors Canada Inc. Yyz;6929;0
Expeditors Canada Burkina Faso;6929;1
EXPEDITORS CANADA ent.;6929;1
Expeditors Canada private v.o.s.;6929;1
Expeditors Canada;6929;1
Servicios Internacionales De sicav private ij;6930;1
Servicios Internacionales De Entrega Rap;6930;0
Servicios Internacionales De corp.;6930;1
Servicios Internacionales De;6930;1
Servicios Internacionales De HM;6930;1
Zhuhai Gaojie Corporate Planning Co., Ltd.;6931;0
ZHUHAI GAOJIE CORPORATE Belgium;6931;1
Zhuhai Gaojie Corporate co. yoaj;6931;1
Zhuhai Gaojie Corporate;6931;1
ZHUHAI GAOJIE CORPORATE kv.;6931;1
Binani Printing Press;6932;0
Binani Printing ok Turkmenistan;6932;1
Binani Printing lp;6932;1
Binani Printing;6932;1
Binani Printing ij pllc Hong Kong;6932;1
Santamora Egypt;6933;1
SANTAMORA EGYPT;6933;1
Santamora Egypt ae sicav ab;6933;1
Santamora Egypt llc ses. PL;6933;1
Santamora Egypt For Blankets;6933;0
Shanghai Huixu Chemical SO;6934;1
Shanghai Huixu Chemical psu;6934;1
Shanghai Huixu xk pt Cabo Verde;6934;1
Shanghai Huixu Chemical;6934;1
Shanghai Huixu Chemical Industry Co., Ltd.;6934;0
Mne Shipping s.a. Bouvet Island;6935;1
Mne Shipping;6935;1
Mne Shipping e.c. sasu BT;6935;1
Mne Shipping Pty;6935;0
Mne Shipping srl;6935;1
Intl Electric Wire pllc nl;6936;1
INTL ELECTRIC WIRE qk vof;6936;1
Intl Electric Wire Philippines Corp;6936;0
Intl Electric;6936;1
Intl Electric Wire;6936;1
Eti World l.l.l.p. TR;6937;1
Eti World nl nl EG;6937;1
Eti World Kuwait;6937;1
Eti World;6937;1
Eti World Logistics Inc.;6937;0
H E Engineering Pvt., Ltd.;6938;0
H E Engineering nl mb;6938;1
H E Engineering pte esv;6938;1
H E ENGINEERING dat unlimited inc.;6938;1
H E Engineering;6938;1
Skellerup Rubber;6939;1
Skellerup Rubber Services Ltd.;6939;0
Skellerup Rubber ses. ses.;6939;1
Skellerup Rubber pty. ltd.;6939;1
Skellerup Rubber o.v.e.e. Curacao;6939;1
Alen Del Norte;6940;1
Alen Del unltd LI;6940;1
Alen Del nl esv;6940;1
Alen Del Norte Sa De Cv;6940;0
Alen Del;6940;1
Orotex;6941;1
Orotex p/s ultd Iran, Islamic Republic of;6941;1
Orotex s.s. s.c.s. Niue;6941;1
Orotex Corp.;6941;0
Orotex j.t.d. saog Kazakhstan;6941;1
QATAR RUBBER koop.;6942;1
Qatar Rubber;6942;1
Qatar Rubber nl bt. AE;6942;1
Qatar Rubber oaj bvba Nigeria;6942;1
Qatar Rubber Industries Co.;6942;0
Siic Shanghai INTERNATIONAL sicav nl WS;6943;1
Siic Shanghai International Trade Group Co., Ltd.;6943;0
SIIC SHANGHAI INTERNATIONAL TRADE og d.n.o. LS;6943;1
Siic Shanghai International;6943;1
Siic Shanghai International Trade;6943;1
Artcrafts International Sp A;6944;0
Artcrafts International c.v. RS;6944;1
Artcrafts International pty ltd k.d.a.;6944;1
Artcrafts International s. en c. l.l.p. d.d.;6944;1
Artcrafts International;6944;1
Pacific Road llp sicav MA;6945;1
Pacific Road;6945;1
Pacific Road Logistics;6945;0
Pacific Road xk pllc Colombia;6945;1
Pacific Road ltd;6945;1
Allied Beverage a.g. ehf.;6946;1
Allied Beverage Group;6946;0
ALLIED BEVERAGE ks;6946;1
Allied Beverage nl sicav;6946;1
Allied Beverage;6946;1
Shenzhen Sharp Yemen;6947;1
Shenzhen Sharp fie;6947;1
Shenzhen Sharp Wisdom;6947;1
Shenzhen Sharp Wisdom Trade Ltd. Co.;6947;0
Shenzhen Sharp Wisdom sicav srl gte.;6947;1
Mitre Sports l.t.d. unlimited British Indian Ocean Territory;6948;1
Mitre Sports saoc Virgin Islands, British;6948;1
Mitre Sports International;6948;0
Mitre Sports;6948;1
Mitre Sports Kenya;6948;1
Duran Chemicals S.A;6949;1
Duran Chemicals S.A ag llp sdn. bhd.;6949;1
Duran Chemicals S.A De C.V.;6949;0
Duran Chemicals S.A lp xk;6949;1
Duran Chemicals spol. s r.o.;6949;1
Dorado Chem;6950;1
Dorado Chem k.d.;6950;1
Dorado Chem s.c.s. kg Mexico;6950;1
Dorado Chem Pvt., Ltd.;6950;0
Dorado Chem sicav ay zat;6950;1
NISHIKAWA Cooper VE;6951;1
Nishikawa Cooper Mexico Sa De Cv;6951;0
Nishikawa Cooper Mexico soc.col. unlimited Aruba;6951;1
Nishikawa Cooper Mexico s.a.;6951;1
Nishikawa Cooper Mexico;6951;1
Shalimar Wires Industries Ltd.;6952;0
Shalimar Wires;6952;1
Shalimar Wires sh.a. aj;6952;1
Shalimar Wires IM;6952;1
Shalimar Wires pte sprl s.a.;6952;1
Comercializadora Simbs S;6953;1
Comercializadora Simbs S MV;6953;1
Comercializadora Simbs S De Rl;6953;0
Comercializadora Simbs S ZM;6953;1
Comercializadora Simbs d.o.o.e.l. a.g.;6953;1
Comercializadora akc. spol. p.l.l.c.;6954;1
Comercializadora Suarez;6954;0
Comercializadora;6954;1
Comercializadora saog MF;6954;1
Comercializadora s.l.n.e.;6954;1
P T ses. sicav ok;6955;1
P T Goodyear Indonesia Tbk;6955;0
P T Goodyear;6955;1
P T e.v.;6955;1
P T NF;6955;1
Eportal s.c.s. p.c.;6956;1
EPORTAL stg snc IQ;6956;1
Eportal;6956;1
Eportal Llc;6956;0
Eportal ltd;6956;1
Rodotainer Importacao limited snc;6957;1
Rodotainer Importacao Transportes;6957;1
Rodotainer IMPORTACAO fie;6957;1
Rodotainer Importacao Transportes ltd;6957;1
Rodotainer Importacao Transportes E Logistica Ltda;6957;0
Victoria Sports &;6958;1
Victoria Sports & Japan;6958;1
Victoria Sports & MP;6958;1
Victoria Sports & Leisure P/L;6958;0
VICTORIA Sports xk saoc GS;6958;1
Shenzhen City Wan De Hui;6959;1
Shenzhen City Wan De Hui Investment And Development Co., Ltd.;6959;0
Shenzhen City Wan De p.l.l.c. gte. FM;6959;1
SHENZHEN CITY WAN DE HUI sp.p. kb;6959;1
Shenzhen City Wan De gte. s.a.r.l. TM;6959;1
Eastern Bank akc. spol. p.l.l.c. Equatorial Guinea;6960;1
Eastern Bank;6960;1
Eastern Bank Ltd.;6960;0
Eastern Bank Eritrea;6960;1
Eastern Bank co. sp.p.;6960;1
Eurotecnica Textil S.A. De C.V.;6961;0
Eurotecnica Textil S.A. LK;6961;1
Eurotecnica Textil e.e. s.f.;6961;1
Eurotecnica Textil S.A.;6961;1
EUROTECNICA Textil pty. ltd. l.l.p. FO;6961;1
Volksbank Lohne SD;6962;1
Volksbank Lohne;6962;1
Volksbank Lohne o.d. saog d.o.o.;6962;1
Volksbank Lohne snc nl;6962;1
Volksbank Lohne Mohlen Eg;6962;0
Flexitech sa;6963;1
Flexitech;6963;0
Flexitech fa;6963;1
Flexitech tov;6963;1
Flexitech private private;6963;1
Galleon Technology vof dat;6964;1
Galleon Technology;6964;1
Galleon Technology Inc.;6964;1
Galleon Technology Inc. Dba Shippabo;6964;0
Galleon Technology s.a.;6964;1
Shenzhen City Bei Da;6965;1
Shenzhen City Bei Da s.c.a. s.a.s.;6965;1
Shenzhen CITY BEI DA pse;6965;1
Shenzhen City Bei Da tov esv;6965;1
Shenzhen City Bei Da Yuan Technology Co., Ltd.;6965;0
Weihai Dihefu Hardware Products Co., Ltd.;6966;0
Weihai Dihefu;6966;1
Weihai Dihefu s.f. bt.;6966;1
Weihai Dihefu Hardware srl.;6966;1
Weihai Dihefu Hardware;6966;1
GENAN qk;6967;1
Genan vof private BE;6967;1
Genan fie a.g. Haiti;6967;1
Genan Inc.;6967;0
Genan;6967;1
Orchard Textiles Kalyoub;6968;1
Orchard Textiles Kalyoub Spinning F;6968;0
Orchard Textiles oaj BA;6968;1
Orchard Textiles s.cra. GM;6968;1
ORCHARD TEXTILES KALYOUB kb kv. obrt;6968;1
Vikasha Lighting Electronics P L;6969;0
Vikasha Lighting d.d.;6969;1
Vikasha Lighting Slovenia;6969;1
Vikasha Lighting Electronics pty ltd private Gabon;6969;1
Vikasha Lighting Electronics;6969;1
Kisco Trading India;6970;1
KISCO Trading oaj;6970;1
Kisco Trading;6970;1
Kisco Trading India Pvt., Ltd.;6970;0
Kisco Trading India o.d.;6970;1
Iko Production Inc.;6971;0
Iko Production;6971;1
Iko Production sh.p.k.;6971;1
Iko Production sdn. bhd.;6971;1
Iko Production pllc gie;6971;1
Zara Brasil;6972;1
Zara Brasil aj gte. k.d.;6972;1
Zara Brasil sicav CD;6972;1
Zara Brasil unltd;6972;1
Zara Brasil Ltda;6972;0
Rizhao Y.Z.H. Shipping o.e.;6973;1
Rizhao Y.Z.H. Shipping;6973;1
RIZHAO Y.Z.H. SHIPPING sprl saoc;6973;1
Rizhao Y.Z.H. Shipping Agency Co., Ltd.;6973;0
Rizhao Y.Z.H. Shipping p.l.l.c. company;6973;1
Foshan Gaomingxiba vzw nl;6974;1
Foshan Gaomingxiba aat;6974;1
Foshan Gaomingxiba Leather Products Co., Ltd.;6974;0
Foshan Gaomingxiba BQ;6974;1
Foshan Gaomingxiba Leather;6974;1
Wenzhou Imp. & Exp. . United;6975;0
WENZHOU Imp. inc.;6975;1
Wenzhou Imp. &;6975;1
Wenzhou Imp. s.a.;6975;1
Wenzhou Imp. & m.e.p.e.;6975;1
Beyond Materials hf.;6976;1
Beyond Materials Yemen;6976;1
BEYOND MATERIALS ses. s. en c.;6976;1
Beyond Materials Inc.;6976;0
Beyond Materials;6976;1
D Samson Industries nl gie;6977;1
D Samson Industries;6977;1
D Samson soc.col.;6977;1
D Samson Industries Pvt., Ltd.;6977;0
D Samson l.l.p. l.l.l.p.;6977;1
Sideral Multimodal &;6978;1
Sideral Multimodal & Agenciamento s.a.;6978;1
Sideral Multimodal & Agenciamento De Carga Ltda;6978;0
Sideral Multimodal & Agenciamento;6978;1
Sideral Multimodal & Agenciamento l.l.l.p. saoc NG;6978;1
Bian Apparel Mexicana VG;6979;1
Bian Apparel Mexicana;6979;1
Bian Apparel Mexicana S;6979;1
Bian Apparel Mexicana sasu nl IS;6979;1
Bian Apparel Mexicana S De Rl De Cv;6979;0
Medimexico S ses. eurl;6980;1
Medimexico S De Rl De Cv;6980;0
Medimexico S pte qk;6980;1
Medimexico S De;6980;1
Medimexico S De & co gte. Barbados;6980;1
Vianova Sas;6981;0
Vianova;6981;1
Vianova d.n.o. s.r.o.;6981;1
Vianova s.a.;6981;1
Vianova zat 3at;6981;1
Continental Powertrain;6982;1
Continental Powertrain og;6982;1
Continental Powertrain Mauritius;6982;1
Continental Powertrain Usa Llc;6982;0
Continental Powertrain kg sicav;6982;1
Coelsin Elast b.m. TG;6983;1
Coelsin Elast;6983;1
COELSIN ELAST SN;6983;1
Coelsin Elast & co. a.s. scs Reunion;6983;1
Coelsin Elast Meros S.A.;6983;0
Bluestar Technology llp yoaj;6984;1
Bluestar Technology Shenzhen;6984;1
Bluestar Technology saog;6984;1
Bluestar Technology Shenzhen gie oao sae;6984;1
Bluestar Technology Shenzhen Co., Ltd.;6984;0
Beaconsfield Footwear;6985;1
Beaconsfield Footwear Curacao;6985;1
Beaconsfield Footwear Congo, The Democratic Republic of the;6985;1
Beaconsfield Footwear Ltd.;6985;0
Beaconsfield Footwear sasu b.v. GP;6985;1
Castle Ease l.l.l.p. Uganda;6986;1
Castle Ease d.o.o.;6986;1
Castle Ease Inc.;6986;0
Castle Ease fa;6986;1
Castle Ease;6986;1
Wictor Trading;6987;1
Wictor Trading a spol. s.cra. New Caledonia;6987;1
Wictor Trading mb;6987;1
Wictor Trading Algeria;6987;1
Wictor Trading Co.;6987;0
Bamburi Cement Chile;6988;1
Bamburi Cement;6988;1
Bamburi Cement vzw kg;6988;1
Bamburi Cement p.c. lllp;6988;1
Bamburi Cement Ltd.;6988;0
West African da nl;6989;1
West African Cement S.A.;6989;0
West African;6989;1
West African pte;6989;1
West African pllc e.u. Indonesia;6989;1
Ag Trading nl private sal;6990;1
Ag Trading Co.;6990;0
Ag Trading eirl;6990;1
Ag Trading rt. p.l.l.c. plc;6990;1
Ag Trading;6990;1
Nagase Enterprise Mexico S.A. De C.V.;6991;0
Nagase Enterprise Mexico nl l.l.l.p.;6991;1
Nagase Enterprise Mexico;6991;1
Nagase Enterprise Mexico ses. fop Mongolia;6991;1
Nagase Enterprise Mexico pllc l.l.p.;6991;1
Pharma See d.o.o.;6992;1
Pharma See Co.;6992;0
Pharma See;6992;1
Pharma See k.d.a. AD;6992;1
Pharma See llp sicav 3at;6992;1
Tactical Logistic sicav;6993;1
Tactical Logistic Solutions;6993;0
Tactical Logistic nl vzw ok;6993;1
Tactical Logistic;6993;1
Tactical Logistic Bolivia, Plurinational State of;6993;1
BRIAN BELL sal;6994;1
Brian Bell Homecentres;6994;0
Brian Bell corp;6994;1
BRIAN BELL s.a.;6994;1
Brian Bell;6994;1
Al Nasri as.oy;6995;1
Al Nasri ltd.;6995;1
Al Nasri;6995;1
Al Nasri Co.;6995;0
Al Nasri GT;6995;1
Mna Kadaugan l.l.l.p. nl Liberia;6996;1
Mna Kadaugan;6996;1
Mna Kadaugan sicav eurl;6996;1
Mna Kadaugan Trading;6996;0
Mna Kadaugan sprl;6996;1
Fras Le;6997;1
Fras Le S.A.;6997;0
Fras Le private comm.v Sri Lanka;6997;1
Fras Le private bvba s.e.;6997;1
Fras Le kt UZ;6997;1
Ensambladores Electr qk p.l.l.c. French Guiana;6998;1
Ensambladores Electr vof a.s.;6998;1
Ensambladores Electr gte. tapui lp;6998;1
Ensambladores Electr;6998;1
Ensambladores Electr Mex Sa;6998;0
Fujian Jiatong Tyre & company;6999;1
Fujian Jiatong Tyre Co., Ltd.;6999;0
Fujian Jiatong Tyre;6999;1
Fujian Jiatong;6999;1
Fujian Jiatong Tyre kv. nl JM;6999;1
Ventura Airconnect sa;7000;1
Ventura Airconnect;7000;1
Ventura Airconnect ltda;7000;1
Ventura Airconnect teo;7000;1
Ventura Airconnect Ltd.;7000;0
Grupo Importador San Sot S.De.R.L.;7001;0
Grupo Importador San vzw kht.;7001;1
Grupo Importador San;7001;1
Grupo Importador San corp Burundi;7001;1
Grupo Importador;7001;1
Pentagon Rubber sa Andorra;7002;1
Pentagon Rubber;7002;1
Pentagon Rubber Pvt., Ltd.;7002;0
Pentagon Rubber lllp ultd;7002;1
Pentagon Rubber p.c. vof;7002;1
EVER CONCORD nl Zimbabwe;7003;1
Ever Concord Logistics;7003;0
Ever Concord ltd.;7003;1
Ever Concord vof ltd;7003;1
Ever Concord;7003;1
Mitsubishi Chemical kd;7004;1
Mitsubishi Chemical hf.;7004;1
Mitsubishi Chemical Polimeros;7004;1
Mitsubishi Chemical Polimeros De Desempenho Ltda;7004;0
Mitsubishi CHEMICAL incorporated Nigeria;7004;1
Quimicos Y Polimeros Morocco;7005;1
Quimicos Y Polimeros;7005;1
Quimicos Y Polimeros Corporation S.A. De C.V.;7005;0
Quimicos Y Polimeros Corporation nl kv. aat;7005;1
Quimicos Y Polimeros Corporation;7005;1
Green Forest Products Llc;7006;0
Green Forest oaj unlimited;7006;1
Green Forest g/s;7006;1
Green Forest akc. spol.;7006;1
Green Forest;7006;1
Multiboard Line plc ltd.;7007;1
Multiboard Line Industry Llp;7007;0
Multiboard Line nl e.u. TJ;7007;1
Multiboard Line;7007;1
MULTIBOARD LINE ag vof DZ;7007;1
Penn Warehousing kgaa;7008;1
PENN WAREHOUSING Guinea-Bissau;7008;1
Penn Warehousing ad AZ;7008;1
Penn Warehousing;7008;1
Penn Warehousing And Distrib.;7008;0
Heli Plastic Hardware Factory ks;7009;1
Heli Plastic Hardware Factory gmbh & co. kg;7009;1
Heli Plastic Hardware Factory;7009;1
Heli Plastic Hardware e.u.;7009;1
Heli Plastic Hardware Factory Shenzhen Co., Ltd.;7009;0
Stabilo;7010;1
Stabilo nl pllc New Zealand;7010;1
Stabilo sicav smba;7010;1
Stabilo nl sp.p.;7010;1
Stabilo Usa;7010;0
Ppg Industries gmbh;7011;1
Ppg Industries Tianjin Inc.;7011;0
Ppg Industries;7011;1
Ppg Industries s.a. Rwanda;7011;1
Ppg Industries pllc aj Belgium;7011;1
Imran International;7012;1
Imran International qk;7012;1
Imran International Linkers.;7012;0
Imran International d.n.o.;7012;1
IMRAN INTERNATIONAL oy fie;7012;1
DERBY KONVEYOR BANT fmba;7013;1
Derby Konveyor Bant SR;7013;1
Derby Konveyor Bant Sanve Tic A;7013;0
Derby Konveyor private snc sd;7013;1
Derby Konveyor Bant;7013;1
Viskase Companies Inc.;7014;0
Viskase Companies;7014;1
VISKASE COMPANIES tov s.a. SM;7014;1
Viskase Companies v.o.s. ood South Sudan;7014;1
Viskase Companies s.a.a.;7014;1
Advanced Composites pllc kgaa;7015;1
Advanced Composites Mexicana;7015;1
Advanced Composites gte. s.n.c. Algeria;7015;1
Advanced Composites Mexicana Sa De Cv;7015;0
Advanced Composites a.s. vzw s.a.;7015;1
Lufthansa German;7016;1
Lufthansa German nl s.c.a.;7016;1
Lufthansa German ID;7016;1
Lufthansa German sh.a.;7016;1
Lufthansa German Airlines;7016;0
Qingdao Yue Kun;7017;1
Qingdao Yue Kun Mayotte;7017;1
Qingdao Yue Kun Logistics Ltd.;7017;0
Qingdao Yue Kun fop kft.;7017;1
Qingdao Yue unltd xk Belarus;7017;1
Tallu Spinning e.c.;7018;1
Tallu Spinning p.c.;7018;1
Tallu Spinning private vof;7018;1
Tallu Spinning;7018;1
Tallu Spinning Mills Ltd.;7018;0
Tan Kong Precison ses. & co. YT;7019;1
Tan KONG sh.p.k.;7019;1
TAN Kong corporation company;7019;1
Tan Kong Precison;7019;1
Tan Kong Precison Tech Co., Ltd.;7019;0
Trambak Rubber o.d. k/s;7020;1
Trambak Rubber s.c.a. gte. Guadeloupe;7020;1
Trambak Rubber;7020;1
Trambak Rubber vof l.l.p. ST;7020;1
Trambak Rubber Industries Ltd.;7020;0
Tech Force Wayand zrt. bhd.;7021;1
Tech Force kgaa;7021;1
Tech Force Wayand;7021;1
Tech Force Wayand xxk;7021;1
Tech Force Wayand Private Ltd.;7021;0
Goldway Logistics Service pvt. ltd.;7022;1
Goldway Logistics Service Co., Ltd.;7022;0
Goldway Logistics Service teo;7022;1
Goldway Logistics;7022;1
Goldway Logistics Service;7022;1
V.K. IMP. Moldova, Republic of;7023;1
V.K. Imp.;7023;1
V.K. Imp. gte. p.l.l.c. Nauru;7023;1
V.K. Imp. sd;7023;1
V.K. Imp. & Exp.;7023;0
Dongguan Hengli Foreign Econonic Imp. gie s.c.a. sia;7024;1
Dongguan Hengli Foreign Econonic Imp.;7024;1
Dongguan Hengli Foreign Econonic Imp. & Exp. Co., Ltd.;7024;0
Dongguan Hengli Foreign Econonic s.a.;7024;1
Dongguan Hengli Foreign Econonic l.l.c.;7024;1
Fujian Qinglu Shoe;7025;1
Fujian Qinglu obrt pllc;7025;1
Fujian Qinglu Shoe oao;7025;1
Fujian Qinglu Shoe Industry Co., Ltd.;7025;0
Fujian Qinglu MS;7025;1
Acrimet Produtos Para Escritorio Ltda;7026;0
Acrimet PRODUTOS corporation pllc a/s;7026;1
Acrimet Produtos Para;7026;1
Acrimet Produtos corp l.l.l.p. sagl;7026;1
Acrimet Produtos;7026;1
Dongguan City Xiaojie CL;7027;1
Dongguan City Xiaojie Trade Co., Ltd.;7027;0
DONGGUAN CITY XIAOJIE;7027;1
Dongguan City Xiaojie;7027;1
Dongguan City Xiaojie WS;7027;1
Beehive Industries ltd;7028;1
Beehive Industries Pvt Ltd.;7028;0
Beehive Industries;7028;1
Beehive Industries pty ltd ks;7028;1
Beehive Industries sgps;7028;1
Bahamas Wholesale limited snc Georgia;7029;1
Bahamas Wholesale Agencies Ltd.;7029;0
Bahamas Wholesale;7029;1
Bahamas Wholesale El Salvador;7029;1
BAHAMAS WHOLESALE Tanzania, United Republic of;7029;1
Hebei Maxlink International sicav sp. z o.o. Greenland;7030;1
Hebei Maxlink International Trade Co., Ltd.;7030;0
Hebei Maxlink International;7030;1
Hebei Maxlink International esv pte v.o.s.;7030;1
Hebei Maxlink International vzw kt YE;7030;1
Fgn Global ses. co.;7031;1
Fgn Global p.c. vof Bulgaria;7031;1
Fgn Global ses. nl VU;7031;1
Fgn Global;7031;1
Fgn Global Logistics Inc.;7031;0
Han Yi Ningbo Imp. & Exp. . Co., Ltd.;7032;0
Han Yi Ningbo Imp. & p.l.l.c.;7032;1
Han Yi Ningbo Imp. &;7032;1
Han Yi Ningbo Imp. vof pllc;7032;1
HAN Yi Ningbo Imp. & s.c.a. private l.l.p. Qatar;7032;1
Techno aps;7033;1
Techno;7033;1
Techno sca;7033;1
Techno sp.p. pllc;7033;1
Techno Textile;7033;0
Volkswagen Do Brasil;7034;1
Volkswagen Do Brasil Ind De Veiculos Automotores Ltda;7034;0
Volkswagen Do Brasil Ind;7034;1
Volkswagen Do Brasil aj;7034;1
Volkswagen Do Brasil HM;7034;1
W.S s.f. vof;7035;1
W.S vzw lllp;7035;1
W.S;7035;1
W.S l.l.p. sp;7035;1
W.S Enterprises;7035;0
China Silk Trading & Logistics Co.;7036;0
China Silk Trading;7036;1
China Silk Trading CL;7036;1
China Silk llp l.l.p. KY;7036;1
China Silk Trading MY;7036;1
Karina INDUSTRIA & Comercio BT;7037;1
Karina Industria & Comercio;7037;1
Karina Industria & p.c. l.l.l.p. s.a.p.i.;7037;1
KARINA Industria & sicav p.c. mb;7037;1
Karina Industria & Comercio De Plasticos Ltda;7037;0
Bmi Group ses. zrt.;7038;1
BMI Group Services GmbH;7038;0
Bmi Group;7038;1
Bmi Group ag;7038;1
Bmi Group Uganda;7038;1
Weatherbeeta Pty eurl xk Poland;7039;1
Weatherbeeta Pty;7039;1
Weatherbeeta Pty Morocco;7039;1
Weatherbeeta Pty p.c. ses. kd;7039;1
Weatherbeeta Pty Ltd., Aus;7039;0
Pt Global pte ltd.;7040;1
Pt Global nl nl;7040;1
Pt Global Sinergi Teknikindo;7040;0
Pt Global;7040;1
Pt Global gte. gte. MC;7040;1
Sumika Electronic nl comm.v Virgin Islands, U.S.;7041;1
Sumika Electronic;7041;1
Sumika Electronic private nl NR;7041;1
Sumika Electronic Materials Inc.;7041;0
Sumika Electronic snc pty ltd ovee;7041;1
Htr Bv sa;7042;1
Htr Bv Rubber bm;7042;1
Htr Bv Rubber;7042;1
Htr Bv Rubber c.v. pte;7042;1
Htr Bv Rubber And Foam;7042;0
Marakish Express pty ltd;7043;1
Marakish Express;7043;1
